Name,Automatic placement performance (domain) report CSV
Type,Automatic placement (domain)
Frequency,One time
Date range,Last month
Dates,"May 1, 2015-May 31, 2015"
Account,Domain,Customer ID,Clicks,Impressions,Campaign,Special category
Physicians Rehabilitation,idropnews.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,muscleandfitnesshers.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,stamfordadvocate.com,544-411-0512,0,12,Remarketing, --
Physicians Rehabilitation,shape.com,544-411-0512,0,15,Remarketing, --
Physicians Rehabilitation,unjobs.org,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,advfn.com,544-411-0512,0,18,Remarketing, --
Physicians Rehabilitation,newsobserver.com,544-411-0512,0,95,Remarketing, --
Physicians Rehabilitation,stltoday.com,544-411-0512,0,12,Remarketing, --
Physicians Rehabilitation,warhistoryonline.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,healthgrades.com,544-411-0512,0,125,Remarketing, --
Physicians Rehabilitation,allviralposts.com,544-411-0512,2,4,Knee Remarketing, --
Physicians Rehabilitation,tennis.com,544-411-0512,0,33,Knee Remarketing, --
Physicians Rehabilitation,bostonherald.com,544-411-0512,3,110,Knee Remarketing, --
Physicians Rehabilitation,ajc.com,544-411-0512,1,40,Knee Remarketing, --
Physicians Rehabilitation,topnews2015.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,menupix.com,544-411-0512,0,24,Remarketing, --
Physicians Rehabilitation,winknews.com,544-411-0512,1,154,Remarketing, --
Physicians Rehabilitation,everydayhealth.com,544-411-0512,1,22,Remarketing, --
Physicians Rehabilitation,crosswordgiant.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,healthstatus.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,getitfree.us,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,conservativetribune.com,544-411-0512,5,18,Knee Remarketing, --
Physicians Rehabilitation,worldgolfchampionships.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,stylebistro.com,544-411-0512,0,15,Knee Remarketing, --
Physicians Rehabilitation,stockgumshoe.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,prayers-for-special-help.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,fivestaralliance.com,544-411-0512,1,9,Remarketing, --
Physicians Rehabilitation,worldgolfchampionships.com,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,parenting.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,centurylink.net,544-411-0512,1,11,Knee Remarketing, --
Physicians Rehabilitation,flightaware.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,psychologytoday.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,addictinginfo.org,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,americanoverlook.com,544-411-0512,0,18,Knee Remarketing, --
Physicians Rehabilitation,youtube.com,544-411-0512,0,8,Knee Remarketing, --
Physicians Rehabilitation,washingtontimes.com,544-411-0512,0,17,Remarketing, --
Physicians Rehabilitation,mensfitness.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,toptropicals.com,544-411-0512,0,24,Remarketing, --
Physicians Rehabilitation,homelandsecuritysalary.com,544-411-0512,0,15,Remarketing, --
Physicians Rehabilitation,thestreet.com,544-411-0512,0,24,Knee Remarketing, --
Physicians Rehabilitation,mycrazygoodlife.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,knittingparadise.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,businessinsider.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,merriam-webster.com,544-411-0512,0,32,Remarketing, --
Physicians Rehabilitation,mobileapp::1-336398126,544-411-0512,1,20,Remarketing, --
Physicians Rehabilitation,foodnetwork.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,expedia.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,popularcurrent.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,lonelyape.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,littlebudha.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,fame10.com,544-411-0512,0,26,Remarketing, --
Physicians Rehabilitation,accuweather.com,544-411-0512,1,28,Knee Remarketing, --
Physicians Rehabilitation,usatoday.com,544-411-0512,0,34,Knee Remarketing, --
Physicians Rehabilitation,oralanswers.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,ussolutions.net,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,whocalled.info,544-411-0512,1,2,Remarketing, --
Physicians Rehabilitation,interstaterestareas.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,miamiherald.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,mercurynews.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,suntimes.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,inquirer.net,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,hurriyet.com.tr,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,cnet.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,pressrepublican.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,gatorcountry.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,thestreet.com,544-411-0512,0,13,Remarketing, --
Physicians Rehabilitation,bowl.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,bigscreen.com,544-411-0512,0,17,Remarketing, --
Physicians Rehabilitation,inquisitr.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,paleomg.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,muscleandfitness.com,544-411-0512,2,2,Remarketing, --
Physicians Rehabilitation,grammarbook.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,judysbook.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,dclk-default-ref.com,544-411-0512,1,23,Remarketing, --
Physicians Rehabilitation,pdrhealth.com,544-411-0512,0,24,Remarketing, --
Physicians Rehabilitation,leasetrader.com,544-411-0512,0,21,Remarketing, --
Physicians Rehabilitation,faithtap.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,boreburn.com,544-411-0512,2,15,Knee Remarketing, --
Physicians Rehabilitation,dailyhiit.com,544-411-0512,2,5,Knee Remarketing, --
Physicians Rehabilitation,guff.com,544-411-0512,1,14,Knee Remarketing, --
Physicians Rehabilitation,clipd.com,544-411-0512,0,10,Knee Remarketing, --
Physicians Rehabilitation,thesocialtrendings.com,544-411-0512,0,8,Knee Remarketing, --
Physicians Rehabilitation,newsfruit.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,bluelionsports.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,thewebtrovert.com,544-411-0512,1,23,Remarketing, --
Physicians Rehabilitation,jumblejoy.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,thedailybanter.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,answers.com,544-411-0512,7,301,Knee Remarketing, --
Physicians Rehabilitation,investorjunkie.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,wund.com,544-411-0512,0,30,Remarketing, --
Physicians Rehabilitation,maxpreps.com,544-411-0512,0,15,Remarketing, --
Physicians Rehabilitation,healthboards.com,544-411-0512,0,31,Remarketing, --
Physicians Rehabilitation,thatsweird.net,544-411-0512,0,18,Remarketing, --
Physicians Rehabilitation,servedbyopenx.com,544-411-0512,0,11,Remarketing, --
Physicians Rehabilitation,dailykos.com,544-411-0512,1,11,Remarketing, --
Physicians Rehabilitation,city-data.com,544-411-0512,2,2,Remarketing, --
Physicians Rehabilitation,blogtalkradio.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,health.com,544-411-0512,0,16,Remarketing, --
Physicians Rehabilitation,goodhousekeeping.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,destinypedia.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,egokick.com,544-411-0512,0,13,Remarketing, --
Physicians Rehabilitation,myfoxdetroit.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,altdriver.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,wikia.com,544-411-0512,0,12,Remarketing, --
Physicians Rehabilitation,hawaiicondomania.com,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,gsn.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,hobbylinc.com,544-411-0512,0,36,Remarketing, --
Physicians Rehabilitation,md.com,544-411-0512,1,3,Remarketing, --
Physicians Rehabilitation,3lstories.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,glamour.com,544-411-0512,1,3,Knee Remarketing, --
Physicians Rehabilitation,littlethings.com,544-411-0512,2,9,Knee Remarketing, --
Physicians Rehabilitation,countrymusicnation.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,rollingstone.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,snopes.com,544-411-0512,1,8,Knee Remarketing, --
Physicians Rehabilitation,lovetoknow.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,macworld.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,famousfix.com,544-411-0512,0,10,Remarketing, --
Physicians Rehabilitation,patient.co.uk,544-411-0512,0,11,Remarketing, --
Physicians Rehabilitation,aroundme.com,544-411-0512,0,37,Remarketing, --
Physicians Rehabilitation,cdkitchen.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,qpolitical.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,randomenthusiasm.com,544-411-0512,2,8,Knee Remarketing, --
Physicians Rehabilitation,investors.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,naplesnews.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,rapidnewsnetwork.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,activebeat.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,suntimes.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,evite.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,courierpress.com,544-411-0512,0,14,Remarketing, --
Physicians Rehabilitation,whoisology.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,justapinch.com,544-411-0512,0,14,Remarketing, --
Physicians Rehabilitation,recipe.com,544-411-0512,0,11,Remarketing, --
Physicians Rehabilitation,vegkitchen.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,realtor.com,544-411-0512,0,63,Remarketing, --
Physicians Rehabilitation,pch.com,544-411-0512,3,479,Remarketing, --
Physicians Rehabilitation,accuweather.com,544-411-0512,1,473,Remarketing, --
Physicians Rehabilitation,allmenus.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,objflicks.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,cracked.com,544-411-0512,5,58,Knee Remarketing, --
Physicians Rehabilitation,scrippsmedia.com,544-411-0512,0,14,Knee Remarketing, --
Physicians Rehabilitation,radaronline.com,544-411-0512,0,18,Knee Remarketing, --
Physicians Rehabilitation,mobileapp::2-com.doapps.android.mln.MLN_da9e6a4a4aeca98588e4dd77ceb37695,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,factoryoutletstores.info,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,findhorsesforsale.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,thedoctorstv.com,544-411-0512,0,11,Remarketing, --
Physicians Rehabilitation,skinnyms.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,thelollingtonpost.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,healthydietbase.com,544-411-0512,0,11,Remarketing, --
Physicians Rehabilitation,jewishworldreview.com,544-411-0512,1,4,Knee Remarketing, --
Physicians Rehabilitation,pof.com,544-411-0512,1,142,Knee Remarketing, --
Physicians Rehabilitation,cbssports.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,slate.com,544-411-0512,1,20,Knee Remarketing, --
Physicians Rehabilitation,trendelier.com,544-411-0512,0,19,Remarketing, --
Physicians Rehabilitation,kirbiecravings.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,chicitysports.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,servedbyopenx.com,544-411-0512,0,74,Knee Remarketing, --
Physicians Rehabilitation,idrudgereport.com,544-411-0512,1,5,Knee Remarketing, --
Physicians Rehabilitation,countryoutfitter.com,544-411-0512,1,5,Knee Remarketing, --
Physicians Rehabilitation,placesyoullsee.com,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,myfitnesspal.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,favequilts.com,544-411-0512,0,18,Remarketing, --
Physicians Rehabilitation,livingsocial.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,festivalnet.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,divascancook.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,neulion.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,newstimes.com,544-411-0512,0,53,Knee Remarketing, --
Physicians Rehabilitation,ucomparehealthcare.com,544-411-0512,0,16,Remarketing, --
Physicians Rehabilitation,wordhippo.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,jobs2careers.com,544-411-0512,0,35,Remarketing, --
Physicians Rehabilitation,uberhavoc.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,9to5mac.com,544-411-0512,2,2,Knee Remarketing, --
Physicians Rehabilitation,wimp.com,544-411-0512,1,20,Knee Remarketing, --
Physicians Rehabilitation,bleacherreport.com,544-411-0512,0,53,Knee Remarketing, --
Physicians Rehabilitation,westernjournalism.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,regalcinemas.com,544-411-0512,0,23,Remarketing, --
Physicians Rehabilitation,yourdailydish.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,ink361.com,544-411-0512,0,46,Remarketing, --
Physicians Rehabilitation,boredpanda.com,544-411-0512,0,27,Remarketing, --
Physicians Rehabilitation,educatetoadvance.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,whitepages.com,544-411-0512,0,59,Remarketing, --
Physicians Rehabilitation,elevenwarriors.com,544-411-0512,0,13,Remarketing, --
Physicians Rehabilitation,macrumors.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,juno-news.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,gatorcountry.com,544-411-0512,0,66,Remarketing, --
Physicians Rehabilitation,trendopia.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,healthcare6.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,tributes.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,merriam-webster.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,classmates.com,544-411-0512,0,10,Knee Remarketing, --
Physicians Rehabilitation,washingtontimes.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,cinemablend.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,talkingpointsmemo.com,544-411-0512,3,79,Knee Remarketing, --
Physicians Rehabilitation,pcadvisor.co.uk,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,9gag.com,544-411-0512,2,140,Knee Remarketing, --
Physicians Rehabilitation,thatoregonlife.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,vanityfair.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,tennis.com,544-411-0512,0,11,Remarketing, --
Physicians Rehabilitation,pgatour.com,544-411-0512,0,142,Remarketing, --
Physicians Rehabilitation,celebromance.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,simplyrecipes.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,wikia.com,544-411-0512,2,64,Knee Remarketing, --
Physicians Rehabilitation,timesofisrael.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,ap.org,544-411-0512,3,24,Knee Remarketing, --
Physicians Rehabilitation,comicplanetcultureforlife.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,npidb.org,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,mmajunkie.com,544-411-0512,1,9,Remarketing, --
Physicians Rehabilitation,newstimes.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,villagesoup.com,544-411-0512,0,10,Remarketing, --
Physicians Rehabilitation,sportskeeda.com,544-411-0512,0,20,Knee Remarketing, --
Physicians Rehabilitation,bostonherald.com,544-411-0512,0,56,Remarketing, --
Physicians Rehabilitation,tributemovies.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,governmentjobs.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,viewmixed.com,544-411-0512,0,13,Knee Remarketing, --
Physicians Rehabilitation,rmautobuzz.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,drugs.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,autobytel.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,fotmob.com,544-411-0512,0,44,Remarketing, --
Physicians Rehabilitation,interesticle.com,544-411-0512,1,27,Remarketing, --
Physicians Rehabilitation,futboltotal.com.mx,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,slickamericans.com,544-411-0512,1,24,Remarketing, --
Physicians Rehabilitation,nydailynews.com,544-411-0512,0,79,Knee Remarketing, --
Physicians Rehabilitation,trendelier.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,androidcentral.com,544-411-0512,1,7,Knee Remarketing, --
Physicians Rehabilitation,breitbart.com,544-411-0512,2,20,Knee Remarketing, --
Physicians Rehabilitation,afternoonspecial.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,lightersideofrealestate.com,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,india.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,alternet.org,544-411-0512,0,5,Knee Remarketing, --
Physicians Rehabilitation,movoto.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,factfalcon.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,newsmemory.com,544-411-0512,1,14,Remarketing, --
Physicians Rehabilitation,rciauctions.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,christiandatingforfree.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,opposingviews.com,544-411-0512,0,27,Remarketing, --
Physicians Rehabilitation,mightynurse.com,544-411-0512,1,2,Knee Remarketing, --
Physicians Rehabilitation,anonymous.google,544-411-0512,3,480,Knee Remarketing, --
Physicians Rehabilitation,brainfall.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,faithreel.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,trueactivist.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,travelchannel.com,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,webrn-maculardegeneration.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,heraldtribune.com,544-411-0512,0,76,Remarketing, --
Physicians Rehabilitation,buzzave.com,544-411-0512,1,2,Remarketing, --
Physicians Rehabilitation,lifescript.com,544-411-0512,0,97,Remarketing, --
Physicians Rehabilitation,vitals.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,belfasttelegraph.co.uk,544-411-0512,1,3,Knee Remarketing, --
Physicians Rehabilitation,mtv.com,544-411-0512,4,20,Knee Remarketing, --
Physicians Rehabilitation,startribune.com,544-411-0512,0,18,Knee Remarketing, --
Physicians Rehabilitation,usmagazine.com,544-411-0512,0,36,Remarketing, --
Physicians Rehabilitation,teaparty.org,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,movietickets.com,544-411-0512,0,5,Remarketing, --
Physicians Rehabilitation,buffalonews.com,544-411-0512,0,10,Remarketing, --
Physicians Rehabilitation,bizapedia.com,544-411-0512,1,6,Remarketing, --
Physicians Rehabilitation,justjared.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,xda-developers.com,544-411-0512,1,1,Knee Remarketing, --
Physicians Rehabilitation,macrumors.com,544-411-0512,2,16,Knee Remarketing, --
Physicians Rehabilitation,rmhealthy.com,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,cleveland.com,544-411-0512,1,36,Remarketing, --
Physicians Rehabilitation,theeconomiccollapseblog.com,544-411-0512,0,6,Remarketing, --
Physicians Rehabilitation,thebuzztrend.com,544-411-0512,0,8,Remarketing, --
Physicians Rehabilitation,fbschedules.com,544-411-0512,0,7,Knee Remarketing, --
Physicians Rehabilitation,cheatsheet.com,544-411-0512,1,10,Knee Remarketing, --
Physicians Rehabilitation,sciencealert.com,544-411-0512,2,4,Knee Remarketing, --
Physicians Rehabilitation,earthlink.net,544-411-0512,4,17,Knee Remarketing, --
Physicians Rehabilitation,sprintpcs.com,544-411-0512,0,21,Remarketing, --
Physicians Rehabilitation,buzz-hut.com,544-411-0512,1,4,Remarketing, --
Physicians Rehabilitation,madworldnews.com,544-411-0512,1,5,Remarketing, --
Physicians Rehabilitation,wowway.net,544-411-0512,1,242,Remarketing, --
Physicians Rehabilitation,jumblesolver.me,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,indystar.com,544-411-0512,0,9,Remarketing, --
Physicians Rehabilitation,livestrong.com,544-411-0512,0,23,Remarketing, --
Physicians Rehabilitation,emgn.com,544-411-0512,0,13,Remarketing, --
Physicians Rehabilitation,zieba.wroclaw.pl,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,yooying.com,544-411-0512,0,10,Remarketing, --
Physicians Rehabilitation,sublet.com,544-411-0512,0,7,Remarketing, --
Physicians Rehabilitation,viralands.com,544-411-0512,0,31,Remarketing, --
Physicians Rehabilitation,viralimplosion.com,544-411-0512,1,1,Remarketing, --
Physicians Rehabilitation,redmondpie.com,544-411-0512,0,6,Knee Remarketing, --
Physicians Rehabilitation,thehealthyhomeeconomist.com,544-411-0512,0,8,Knee Remarketing, --
